step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
6,PAYMENT,16419.57,C971497536,0,0,M630313530,0,0,0,0
6,PAYMENT,16427.31,C886205032,297956.68,281529.37,M267331432,0,0,0,0
6,PAYMENT,16461.41,C715657721,12360,0,M1722528506,0,0,0,0
6,PAYMENT,16549.58,C1728845596,551,0,M1641292405,0,0,0,0
6,PAYMENT,16592.88,C6193365,105583,88990.12,M628831585,0,0,0,0
6,PAYMENT,16600.63,C1016138445,0,0,M1630192523,0,0,0,0
6,PAYMENT,16666.64,C551104286,426,0,M1022837566,0,0,0,0
6,PAYMENT,16703.28,C1987377620,106442,89738.72,M1264380765,0,0,0,0
6,PAYMENT,16721.01,C224885737,0,0,M267368044,0,0,0,0
6,PAYMENT,16771.05,C577076657,17916,1144.95,M1488129598,0,0,0,0
6,PAYMENT,16791.74,C533353383,417,0,M1088348283,0,0,0,0
6,PAYMENT,16812.61,C834031849,10220,0,M1749018549,0,0,0,0
6,PAYMENT,16865.33,C1269528782,2592,0,M1124055734,0,0,0,0
6,PAYMENT,16906.99,C1933551964,0,0,M992775130,0,0,0,0
6,PAYMENT,16917.51,C1562669118,9239.62,0,M1324420411,0,0,0,0
6,PAYMENT,16926.08,C440159038,605,0,M1195834252,0,0,0,0
6,PAYMENT,16970.45,C1674661311,11115.34,0,M1733433977,0,0,0,0
6,PAYMENT,16998.22,C1577409761,181805,164806.78,M846778469,0,0,0,0
6,PAYMENT,17078.55,C1948679886,132600,115521.45,M1042700305,0,0,0,0
6,PAYMENT,17104.6,C1644631132,5515.36,0,M707108719,0,0,0,0
6,PAYMENT,17110.72,C175881660,59859,42748.28,M1676585156,0,0,0,0
6,PAYMENT,17145.26,C589058590,96,0,M694766024,0,0,0,0
6,PAYMENT,17172.65,C2036431933,5065,0,M1238166297,0,0,0,0
6,PAYMENT,17202.8,C976994522,252521.38,235318.58,M758057380,0,0,0,0
6,PAYMENT,17263.06,C651316602,36692,19428.94,M1517860139,0,0,0,0
6,PAYMENT,17277.16,C1407721609,15629,0,M1722316058,0,0,0,0
6,PAYMENT,17332.62,C1731877543,0,0,M21247289,0,0,0,0
6,PAYMENT,17373.62,C1394960202,37306,19932.38,M1779082722,0,0,0,0
6,PAYMENT,17456.35,C760159709,16877,0,M1531478195,0,0,0,0
6,PAYMENT,17482.76,C971690423,46343,28860.24,M669807779,0,0,0,0
6,PAYMENT,17555.4,C2032613967,0,0,M1311152251,0,0,0,0
6,PAYMENT,17575.98,C618864390,8512,0,M1562772628,0,0,0,0
6,PAYMENT,17596.24,C2085085303,0,0,M1102932495,0,0,0,0
6,PAYMENT,17658.97,C1612610711,10687,0,M210688344,0,0,0,0
6,PAYMENT,17689.59,C2119994496,24753,7063.41,M1189050702,0,0,0,0
6,PAYMENT,17737.81,C1910857288,30864,13126.19,M912877601,0,0,0,0
6,PAYMENT,17757.06,C748807322,21802,4044.94,M451833108,0,0,0,0
6,PAYMENT,17826.95,C1221676704,10506,0,M556080707,0,0,0,0
6,PAYMENT,17849.56,C1743583213,48130,30280.44,M1775247809,0,0,0,0
6,PAYMENT,17871.32,C571518740,103399,85527.68,M325732352,0,0,0,0
6,PAYMENT,17896.02,C2001194011,7919,0,M1993314761,0,0,0,0
6,PAYMENT,17949.84,C779034440,61750,43800.16,M1591250481,0,0,0,0
6,PAYMENT,17978.87,C1803161368,31239,13260.13,M411064571,0,0,0,0
6,PAYMENT,17987.71,C285519210,10635,0,M1423083642,0,0,0,0
6,PAYMENT,17993.08,C142147250,16930,0,M404240651,0,0,0,0
6,PAYMENT,18007.93,C29271984,4940,0,M826490361,0,0,0,0
6,PAYMENT,18046.34,C1398327546,78685,60638.66,M436399072,0,0,0,0
6,PAYMENT,18079.63,C1056439044,200242,182162.37,M608616031,0,0,0,0
6,PAYMENT,18083.03,C1367775958,9575,0,M665390309,0,0,0,0
6,PAYMENT,18096.37,C2140898588,9074,0,M1787476367,0,0,0,0
6,PAYMENT,18213.06,C1237065580,0,0,M1729527695,0,0,0,0
6,PAYMENT,18219.9,C1095583342,15710,0,M967635335,0,0,0,0
6,PAYMENT,18255.04,C1495860636,0,0,M627747774,0,0,0,0
6,PAYMENT,18256.2,C480975330,2778,0,M1752820099,0,0,0,0
6,PAYMENT,18266.81,C104615190,14254.97,0,M700262294,0,0,0,0
6,PAYMENT,18278.65,C1082862306,82181,63902.35,M1960957451,0,0,0,0
6,PAYMENT,18432.04,C1004826012,39293,20860.96,M1104705467,0,0,0,0
6,PAYMENT,18540.96,C332357514,20939,2398.04,M2090770896,0,0,0,0
6,PAYMENT,18541.02,C913818888,36993,18451.98,M1159219582,0,0,0,0
6,PAYMENT,18557.06,C475249993,18956,398.94,M378838522,0,0,0,0
6,PAYMENT,18591.22,C1673947520,264732,246140.78,M147646893,0,0,0,0
6,PAYMENT,18655.15,C1240016676,0,0,M732214059,0,0,0,0
6,PAYMENT,18657.24,C33570527,22099,3441.76,M389407172,0,0,0,0
6,PAYMENT,18661.6,C1127932080,0,0,M1887701594,0,0,0,0
6,PAYMENT,18666.07,C1542792163,0,0,M148018969,0,0,0,0
6,PAYMENT,18714.61,C508067159,4157,0,M1261105387,0,0,0,0
6,PAYMENT,18726.7,C421984610,542,0,M1652114818,0,0,0,0
6,PAYMENT,18791.59,C65194223,91248,72456.41,M688392165,0,0,0,0
6,PAYMENT,18799.27,C942771559,48061,29261.73,M989251186,0,0,0,0
6,PAYMENT,18888.95,C28175501,3370,0,M1857237713,0,0,0,0
6,PAYMENT,18897.18,C1263973655,198244,179346.82,M287628665,0,0,0,0
6,PAYMENT,18960.49,C1557571623,259,0,M1825984578,0,0,0,0
6,PAYMENT,18995.99,C721863560,11637,0,M1285287269,0,0,0,0
6,PAYMENT,19027.76,C147734311,152372,133344.24,M1632424327,0,0,0,0
6,PAYMENT,19030.46,C1837377655,95,0,M1632419524,0,0,0,0
6,PAYMENT,19128.32,C6932197,133,0,M1850981199,0,0,0,0
6,PAYMENT,19150.12,C553276023,0,0,M396875464,0,0,0,0
6,PAYMENT,19227.1,C151781803,20765,1537.9,M965874704,0,0,0,0
6,PAYMENT,19304.22,C1712597146,15345,0,M1095290435,0,0,0,0
6,PAYMENT,19346.62,C275251946,69043,49696.38,M2019489551,0,0,0,0
6,PAYMENT,19471.74,C1356985340,41415,21943.26,M1416852258,0,0,0,0
6,PAYMENT,19481.86,C1502502072,8994,0,M429393578,0,0,0,0
6,PAYMENT,19521.96,C1364051444,2025120.86,2005598.91,M1664750059,0,0,0,0
6,PAYMENT,19642.29,C50592708,10270,0,M1289292854,0,0,0,0
6,PAYMENT,19852.81,C92686444,10089,0,M193240998,0,0,0,0
6,PAYMENT,19858.46,C156684093,309068.21,289209.75,M1898058733,0,0,0,0
6,PAYMENT,19869.17,C148802311,0,0,M2069229734,0,0,0,0
6,PAYMENT,19914.62,C225273918,147930,128015.38,M1120917396,0,0,0,0
6,PAYMENT,19937.81,C1987221006,276,0,M1773970438,0,0,0,0
6,PAYMENT,20036.57,C183707999,13279,0,M668762558,0,0,0,0
6,PAYMENT,20112.79,C1696963667,0,0,M1275013351,0,0,0,0
6,PAYMENT,20123.79,C209890594,371618,351494.21,M66588044,0,0,0,0
6,PAYMENT,20192.75,C1843768662,11250,0,M827715984,0,0,0,0
6,PAYMENT,20206.61,C651023535,10494,0,M1887389255,0,0,0,0
6,PAYMENT,20275.14,C1734881808,15726,0,M848995025,0,0,0,0
6,PAYMENT,20385.69,C1608524967,40141,19755.31,M1938311278,0,0,0,0
6,PAYMENT,20452.81,C1933826115,743272,722819.19,M698473139,0,0,0,0
6,PAYMENT,20463.42,C1574057993,720,0,M107279519,0,0,0,0
6,PAYMENT,20491.58,C1281853983,103089,82597.42,M560990653,0,0,0,0
6,PAYMENT,20530.57,C843444187,1554,0,M789479336,0,0,0,0
6,PAYMENT,20547.38,C2021148063,29786.99,9239.62,M1332370633,0,0,0,0
6,PAYMENT,20551.28,C1393284987,12207,0,M1487529549,0,0,0,0
6,PAYMENT,20601.02,C222556677,934,0,M47843184,0,0,0,0
6,PAYMENT,20667.76,C1433070882,30880,10212.24,M1470726905,0,0,0,0
6,PAYMENT,20669.8,C199329503,62022,41352.2,M740654090,0,0,0,0
6,PAYMENT,20677.95,C767760847,18064,0,M23660841,0,0,0,0
6,PAYMENT,20703.33,C581100929,201639,180935.67,M2091447767,0,0,0,0
6,PAYMENT,20756.62,C237410024,27998,7241.38,M878535710,0,0,0,0
6,PAYMENT,20910.03,C1389729031,267,0,M1299564036,0,0,0,0
6,PAYMENT,20950.16,C1246783221,7678,0,M1468876586,0,0,0,0
6,PAYMENT,20982.22,C2083643423,0,0,M2034604138,0,0,0,0
6,PAYMENT,21033.18,C671967776,325867,304833.82,M1459038473,0,0,0,0
6,PAYMENT,21100.42,C1486334689,31680,10579.58,M299617083,0,0,0,0
6,PAYMENT,21137.84,C1099081297,51245,30107.16,M2006056784,0,0,0,0
6,PAYMENT,21208.42,C1321368652,40656,19447.58,M304088688,0,0,0,0
6,PAYMENT,21248.82,C397284309,31686,10437.18,M1777591638,0,0,0,0
6,PAYMENT,21287.77,C1736826640,70528,49240.23,M340017397,0,0,0,0
6,PAYMENT,21300.1,C2103374275,0,0,M871019240,0,0,0,0
6,PAYMENT,21335.25,C424504,50825,29489.75,M2129964267,0,0,0,0
6,PAYMENT,21358.13,C2089917982,103,0,M199076892,0,0,0,0
6,PAYMENT,21404.44,C987620586,116,0,M1969632323,0,0,0,0
6,PAYMENT,21510.43,C1498401570,2061,0,M328838504,0,0,0,0
6,PAYMENT,21536.22,C496512958,21903,366.78,M987450568,0,0,0,0
6,PAYMENT,21625.13,C1207695710,0,0,M1229465441,0,0,0,0
6,PAYMENT,21650.08,C400976621,0,0,M1708990865,0,0,0,0
6,PAYMENT,21693.79,C1927585642,30471,8777.21,M776691105,0,0,0,0
6,PAYMENT,21695.54,C88764150,79440,57744.46,M1551109210,0,0,0,0
6,PAYMENT,21719.62,C1038907896,0,0,M1542975839,0,0,0,0
6,PAYMENT,21795.98,C344967811,378,0,M757762073,0,0,0,0
6,PAYMENT,21864.82,C1283050069,5049,0,M979620424,0,0,0,0
6,PAYMENT,21985.63,C1915435938,5075,0,M1686632440,0,0,0,0
6,PAYMENT,22020.95,C265202525,72916,50895.05,M2034523899,0,0,0,0
6,PAYMENT,22187.74,C502296269,29962,7774.26,M1469217737,0,0,0,0
6,PAYMENT,22206.33,C891193010,2280,0,M1519076003,0,0,0,0
6,PAYMENT,22344.15,C1351568309,14143,0,M1443030336,0,0,0,0
6,PAYMENT,22547.2,C1980588880,192852,170304.8,M1555478555,0,0,0,0
6,PAYMENT,22571.41,C1577428742,197,0,M2016530858,0,0,0,0
6,PAYMENT,22655.09,C231989731,256386,233730.91,M646359041,0,0,0,0
6,PAYMENT,22688.2,C752202140,426,0,M1896461827,0,0,0,0
6,PAYMENT,22802.84,C465676958,29975,7172.16,M506883855,0,0,0,0
6,PAYMENT,22850.11,C332750956,19807,0,M1811235424,0,0,0,0
6,PAYMENT,22923.28,C163190398,0,0,M394737730,0,0,0,0
6,PAYMENT,22946.31,C1514556391,62884,39937.69,M386863062,0,0,0,0
6,PAYMENT,22968.75,C1823047135,383,0,M1292956034,0,0,0,0
6,PAYMENT,22976.16,C170132562,51668.4,28692.23,M1175347198,0,0,0,0
6,PAYMENT,23041.84,C618403084,845,0,M489508218,0,0,0,0
6,PAYMENT,23224.89,C1557602018,30779,7554.11,M1034769247,0,0,0,0
6,PAYMENT,23248.88,C1960031025,20321,0,M324346512,0,0,0,0
6,PAYMENT,23258.69,C1640299572,128744.5,105485.8,M1872337398,0,0,0,0
6,PAYMENT,23704.62,C2126273510,19863,0,M1177018330,0,0,0,0
6,PAYMENT,23795,C1778700964,0,0,M900327013,0,0,0,0
6,PAYMENT,23855.7,C1253600042,171,0,M2006168925,0,0,0,0
6,PAYMENT,23861.38,C1350561011,31318,7456.62,M1058885327,0,0,0,0
6,PAYMENT,23869.55,C958267004,61978,38108.45,M1881996254,0,0,0,0
6,PAYMENT,24105.64,C307230285,6072,0,M1974105859,0,0,0,0
6,PAYMENT,24213.27,C655326029,41718,17504.73,M1454834922,0,0,0,0
6,PAYMENT,24258.1,C247576438,394,0,M775635860,0,0,0,0
6,PAYMENT,24261.25,C45207973,6092,0,M1105700164,0,0,0,0
6,PAYMENT,24342.09,C1664738820,0,0,M1334378672,0,0,0,0
6,PAYMENT,24417.76,C594913654,0,0,M1271012916,0,0,0,0
6,PAYMENT,24469.38,C1300216352,2886,0,M288043672,0,0,0,0
6,PAYMENT,24487.72,C414440302,31038,6550.28,M535517293,0,0,0,0
6,PAYMENT,24544.47,C467903124,11511,0,M860892414,0,0,0,0
6,PAYMENT,24579.11,C1026553658,11923,0,M1936362218,0,0,0,0
6,PAYMENT,24690.36,C1177148901,572,0,M2117457731,0,0,0,0
6,PAYMENT,24755.75,C1828522217,25058,302.25,M1422562336,0,0,0,0
6,PAYMENT,24963.89,C240653058,0,0,M727491956,0,0,0,0
6,PAYMENT,24978.31,C663531845,29411,4432.69,M715194034,0,0,0,0
6,PAYMENT,25089.97,C842988286,30409,5319.03,M853264965,0,0,0,0
6,PAYMENT,25203.75,C1557594596,172432,147228.25,M1821462977,0,0,0,0
6,PAYMENT,25224.88,C798259,33252,8027.12,M823672546,0,0,0,0
6,PAYMENT,25388.91,C181281800,0,0,M896786845,0,0,0,0
6,PAYMENT,25448.45,C343688483,908181,882732.55,M1427580388,0,0,0,0
6,PAYMENT,25484.25,C31676014,542944,517459.75,M721783805,0,0,0,0
6,PAYMENT,25580.96,C673189187,249,0,M2116330210,0,0,0,0
6,PAYMENT,25594.04,C1095991632,52432,26837.96,M325119885,0,0,0,0
6,PAYMENT,25627.15,C1669860329,420541.41,394914.25,M654651991,0,0,0,0
6,PAYMENT,25691.16,C904927065,43605,17913.84,M803904123,0,0,0,0
6,PAYMENT,25699.58,C1016602486,0,0,M1212473931,0,0,0,0
6,PAYMENT,25708.21,C1151617540,43,0,M1516501617,0,0,0,0
6,PAYMENT,25765.4,C67053257,198066,172300.6,M785240035,0,0,0,0
6,PAYMENT,25828.32,C208108926,235318.58,209490.26,M559546980,0,0,0,0
6,PAYMENT,25885.94,C1512109971,27575,1689.06,M555545211,0,0,0,0
6,PAYMENT,26164.54,C1977511945,99539,73374.46,M396851838,0,0,0,0
6,PAYMENT,26255.27,C251788397,65848,39592.73,M140301331,0,0,0,0
6,PAYMENT,26345.29,C1341781781,147266,120920.71,M18392277,0,0,0,0
6,PAYMENT,26393.7,C1401488850,75803,49409.3,M2123127037,0,0,0,0
6,PAYMENT,26539.83,C1013953793,929194,902654.17,M1487465071,0,0,0,0
6,PAYMENT,26643.14,C1316317287,19898,0,M954976358,0,0,0,0
6,PAYMENT,26719.22,C2037903430,35503,8783.78,M1858702540,0,0,0,0
6,PAYMENT,26772.7,C1834289317,324,0,M272354463,0,0,0,0
6,PAYMENT,26843.78,C2023707986,4996,0,M683674317,0,0,0,0
6,PAYMENT,27008.46,C287735431,86120,59111.54,M294395818,0,0,0,0
6,PAYMENT,27202.42,C689471568,3649.83,0,M1058155740,0,0,0,0
6,PAYMENT,27241.79,C1566238378,22388,0,M734191650,0,0,0,0
6,PAYMENT,27249.21,C697796273,33318,6068.79,M1979242928,0,0,0,0
6,PAYMENT,27383.84,C1433464429,9754,0,M2117015229,0,0,0,0
6,PAYMENT,27497.16,C2019388056,20867,0,M1632468927,0,0,0,0
6,PAYMENT,27535.02,C149861573,36029,8493.98,M768047458,0,0,0,0
6,PAYMENT,27595.56,C1586222232,64334.86,36739.3,M861500069,0,0,0,0
6,PAYMENT,27613.05,C1522292820,31455,3841.95,M96665725,0,0,0,0
6,PAYMENT,27652.32,C841660110,12354,0,M1534365740,0,0,0,0
6,PAYMENT,27668.81,C1809367960,13713,0,M882371818,0,0,0,0
6,PAYMENT,28084.57,C1533987146,110,0,M1685344880,0,0,0,0
6,PAYMENT,28115.43,C642942956,368,0,M1963448684,0,0,0,0
6,PAYMENT,28260.77,C344682389,10993,0,M1592099291,0,0,0,0
6,PAYMENT,28306.8,C2144511610,17488,0,M373158489,0,0,0,0
6,PAYMENT,28369.96,C1315209017,66292,37922.04,M2004981696,0,0,0,0
6,PAYMENT,28409.89,C1406696237,17364,0,M1191261658,0,0,0,0
6,PAYMENT,28410.56,C1277753726,6209,0,M567859829,0,0,0,0
6,PAYMENT,28710.56,C1823955413,0,0,M732526171,0,0,0,0
6,PAYMENT,28925.25,C153416689,32330,3404.75,M434297724,0,0,0,0
6,PAYMENT,29122.76,C890681473,11408,0,M1810419227,0,0,0,0
6,PAYMENT,29426.86,C462349981,100614,71187.14,M725617616,0,0,0,0
6,PAYMENT,29478.3,C700253546,26612,0,M568787640,0,0,0,0
6,PAYMENT,30042.12,C1050867502,116420,86377.88,M1471364137,0,0,0,0
6,PAYMENT,30051.02,C606882452,30316,264.98,M1307655038,0,0,0,0
6,PAYMENT,30168.17,C1407280813,17790.89,0,M817902707,0,0,0,0
6,PAYMENT,30269.19,C2006552231,67241,36971.81,M623742454,0,0,0,0
6,PAYMENT,30405.26,C1739822603,0,0,M1095918240,0,0,0,0
6,PAYMENT,30632.31,C741236338,0,0,M1044945601,0,0,0,0
6,PAYMENT,30704.7,C774320733,171,0,M1888859784,0,0,0,0
6,PAYMENT,30807.35,C290991542,21714,0,M1141927461,0,0,0,0
6,PAYMENT,31153.57,C1733184642,2158,0,M1462452338,0,0,0,0
6,PAYMENT,31211.8,C1510527745,11302,0,M1675886984,0,0,0,0
6,PAYMENT,31337.01,C1946464242,55466,24128.99,M309476445,0,0,0,0
6,PAYMENT,31546.47,C1070050294,0,0,M269923406,0,0,0,0
6,PAYMENT,31984.61,C1779202806,29671,0,M2132465734,0,0,0,0
6,PAYMENT,32001.6,C1931730151,10270,0,M1600712390,0,0,0,0
6,PAYMENT,32012.74,C1928572105,388356,356343.26,M832248951,0,0,0,0
6,PAYMENT,32013.7,C14926701,30810,0,M964301023,0,0,0,0
6,PAYMENT,32064.62,C1471404137,52933,20868.38,M1374962590,0,0,0,0
6,PAYMENT,32087.48,C2000688092,16876,0,M580695256,0,0,0,0
6,PAYMENT,32168.72,C182203204,559,0,M1212351214,0,0,0,0
6,PAYMENT,32189.93,C1042772649,214372,182182.07,M1145680499,0,0,0,0
6,PAYMENT,32339.19,C491800785,421,0,M75340801,0,0,0,0
6,PAYMENT,32379.76,C1020021920,99963,67583.24,M499105172,0,0,0,0
6,PAYMENT,32420.54,C1878583108,85118,52697.46,M1083413945,0,0,0,0
6,PAYMENT,32542.48,C68439370,71496.23,38953.75,M539452434,0,0,0,0
6,PAYMENT,33019.3,C635379732,5677,0,M655068202,0,0,0,0
6,PAYMENT,33025.94,C96594432,58728.72,25702.78,M896185192,0,0,0,0
6,PAYMENT,33114.03,C1409875105,10245,0,M275122069,0,0,0,0
6,PAYMENT,33410.82,C1022823162,379355.65,345944.83,M1725760738,0,0,0,0
6,PAYMENT,33416.51,C800040885,51730,18313.49,M403740863,0,0,0,0
6,PAYMENT,33857.1,C1185648203,110981.8,77124.71,M1715635474,0,0,0,0
6,PAYMENT,34027.34,C371556236,0,0,M1645577752,0,0,0,0
6,PAYMENT,34209.42,C102100768,162,0,M322505366,0,0,0,0
6,PAYMENT,34389.04,C1967400458,0,0,M196511386,0,0,0,0
6,PAYMENT,34594.65,C207766759,0,0,M635097653,0,0,0,0
6,PAYMENT,34795.88,C590710592,918,0,M752679590,0,0,0,0
6,PAYMENT,35236.35,C902556500,21026,0,M175825728,0,0,0,0
6,PAYMENT,35485.18,C1553991340,0,0,M230944166,0,0,0,0
6,PAYMENT,35551.62,C1555985081,196,0,M670827031,0,0,0,0
6,PAYMENT,35758.01,C653557958,206419,170660.99,M627556497,0,0,0,0
6,PAYMENT,36774.88,C1219499527,19864,0,M1126522769,0,0,0,0
6,PAYMENT,36825.83,C88328327,863,0,M1978943199,0,0,0,0
6,PAYMENT,37311.65,C1538086235,39427,2115.35,M1106002545,0,0,0,0
6,PAYMENT,37699.34,C831656273,642830.98,605131.64,M1464460851,0,0,0,0
6,PAYMENT,37887.08,C839404033,344,0,M1725382189,0,0,0,0
6,PAYMENT,38677.12,C1775420512,0,0,M55220696,0,0,0,0
6,PAYMENT,38755.91,C181784570,11603,0,M595239111,0,0,0,0
6,PAYMENT,38778.04,C1122636984,111648,72869.96,M1480051614,0,0,0,0
6,PAYMENT,38874.87,C1380499546,5685,0,M354359092,0,0,0,0
6,PAYMENT,39268.73,C1910204163,462936,423667.27,M1191890972,0,0,0,0
6,PAYMENT,41727.65,C2126991912,0,0,M1439651366,0,0,0,0
6,PAYMENT,41853.65,C1273258213,23235,0,M1162780005,0,0,0,0
6,PAYMENT,42621.98,C1328225951,0,0,M2130299045,0,0,0,0
6,PAYMENT,43728.01,C119282849,136754,93025.99,M550451891,0,0,0,0
6,PAYMENT,43920.58,C1453365852,107650,63729.42,M2002705120,0,0,0,0
6,PAYMENT,44542.15,C1263607393,326489.88,281947.73,M1957118064,0,0,0,0
6,PAYMENT,44660.63,C1204785709,0,0,M1801753119,0,0,0,0
6,PAYMENT,45279.83,C1615264672,20953,0,M613131516,0,0,0,0
6,PAYMENT,45923.16,C751180603,0,0,M1927763846,0,0,0,0
6,PAYMENT,46856.97,C13610224,9170,0,M1284161223,0,0,0,0
6,PAYMENT,50747.77,C691200351,0,0,M1033400986,0,0,0,0
6,PAYMENT,51752.59,C711332373,173,0,M527826205,0,0,0,0
6,PAYMENT,55954.74,C1722591828,0,0,M1618190026,0,0,0,0
6,PAYMENT,56058.18,C1576513034,0,0,M691774060,0,0,0,0
6,TRANSFER,3849.48,C898959467,99474,95624.52,C1346667529,64017.81,67867.28,0,0
6,TRANSFER,4792.35,C664671266,5088,295.65,C18928637,0,4792.35,0,0
6,TRANSFER,6870.64,C580668724,2888,0,C1211297851,35632.33,42502.98,0,0
6,TRANSFER,18554.73,C248447628,1018,0,C1955948959,0,18554.73,0,0
6,TRANSFER,19496.78,C131316947,12256,0,C1321530272,17666.19,37162.97,0,0
6,TRANSFER,21437.62,C30784348,55634,34196.38,C638590716,27776.24,49213.86,0,0
6,TRANSFER,30538.26,C208438522,31324,785.74,C1777369261,177509.88,208048.14,0,0
6,TRANSFER,30965.98,C557640526,0,0,C653745564,165942,96646.3,0,0
6,TRANSFER,32925.72,C499774893,22043,0,C1345063038,38277.84,108597.29,0,0
6,TRANSFER,36863.19,C560321707,20780,0,C681835572,36746,73609.19,0,0
6,TRANSFER,45447.1,C1639778373,156,0,C934085675,46347.75,91794.85,0,0
6,TRANSFER,50570.65,C1378841761,148,0,C1452722471,0,50570.65,0,0
6,TRANSFER,50738.94,C185876853,21230,0,C557041912,74745.89,125484.83,0,0
6,TRANSFER,53627.09,C1621729085,289,0,C490766432,0,53627.09,0,0
6,TRANSFER,56538.75,C1568740070,10077.72,0,C871895680,57886,192703.2,0,0
6,TRANSFER,61464.3,C1600591903,96.3,0,C1869400026,0,61464.3,0,0
6,TRANSFER,62574.57,C1288213062,16751,0,C127252077,0,105984.74,0,0
6,TRANSFER,65843.72,C618095995,0,0,C193864812,252567.83,302931.44,0,0
6,TRANSFER,66165.76,C2001493596,155,0,C2066777507,145254,701369.74,0,0
6,TRANSFER,66860.4,C1972950645,0,0,C1922859107,609485.61,629441.42,0,0
6,TRANSFER,67316.99,C1447663489,0,0,C1668376627,195932.4,100207.22,0,0
6,TRANSFER,72875.23,C420215012,73416,540.77,C1526298704,15498.25,88373.48,0,0
6,TRANSFER,73844.55,C1628242023,11101,0,C1206868531,0,69295.43,0,0
6,TRANSFER,93296.5,C2105764938,50762,0,C35126588,393,8748005.25,0,0
6,TRANSFER,98781.87,C1952551539,0,0,C503485607,113718,89435.23,0,0
6,TRANSFER,98830.07,C137453130,498809.2,399979.13,C476800120,49864.36,148694.43,0,0
6,TRANSFER,102145.81,C956331813,31393,0,C266418454,16400,230459.06,0,0
6,TRANSFER,102506.97,C914674368,14434,0,C1615804266,14472,116978.97,0,0
6,TRANSFER,104087.72,C1681552378,61241,0,C1870436181,51533,823.49,0,0
6,TRANSFER,106174.75,C1375428582,10563,0,C1058634310,25053.73,131228.48,0,0
6,TRANSFER,109865.4,C1586128778,82030,0,C365212068,59560,355690.69,0,0
6,TRANSFER,109985.65,C570434649,41851,0,C553264065,0,109985.65,0,0
6,TRANSFER,110132.46,C1931348991,0,0,C1782113663,1084335.3,1477358.35,0,0
6,TRANSFER,111691.03,C830477086,5006,0,C1794607688,0,117562.47,0,0
6,TRANSFER,113782.9,C77538886,0,0,C1880332929,7738926.52,11423976.98,0,0
6,TRANSFER,118172.98,C1902545511,2229,0,C800281454,0,70485.36,0,0
6,TRANSFER,125527.29,C2108273452,10489,0,C296121376,312620,371.65,0,0
6,TRANSFER,125968.11,C1836824012,308459,182490.89,C1471633238,31249.82,157217.94,0,0
6,TRANSFER,126085.63,C1247492326,24478,0,C1540270363,0,66099.92,0,0
6,TRANSFER,128294.6,C2017890623,100228,0,C1112414583,15453.44,143748.04,0,0
6,TRANSFER,128505.21,C1331556370,27940,0,C75457651,19224.44,22257.86,0,0
6,TRANSFER,130145.62,C2073830279,14281,0,C1531333864,55974.56,189573.05,0,0
6,TRANSFER,140243.54,C30589523,832,0,C843467284,0,306213.48,0,0
6,TRANSFER,141189.81,C1633989538,12906,0,C343534938,67995,367724.8,0,0
6,TRANSFER,157635.81,C441236678,15973,0,C1356054329,0,157635.81,0,0
6,TRANSFER,160869.97,C1182015948,7042,0,C1494895909,139506,905385.44,0,0
6,TRANSFER,165344.97,C1573805059,15818,0,C878506901,0,165344.97,0,0
6,TRANSFER,165969.93,C1186076210,102655,0,C843467284,140243.54,306213.48,0,0
6,TRANSFER,168867.61,C2080672560,0,0,C657736958,5756801.39,5854252.35,0,0
6,TRANSFER,171092.94,C600252712,181083,9990.06,C1022680775,29506.58,100540.36,0,0
6,TRANSFER,179341.27,C1588148030,36003,0,C292665982,0,179341.27,0,0
6,TRANSFER,182524.92,C460107127,66362,0,C1883788127,0,182524.92,0,0
6,TRANSFER,184917.64,C776260404,0,0,C1538745405,229142.92,546224.26,0,0
6,TRANSFER,185325.96,C1341158560,20306,0,C1632716597,40900.93,226226.89,0,0
6,TRANSFER,189072.94,C355777990,50477,0,C609116570,0,189072.94,0,0
6,TRANSFER,199873.41,C2078248082,31725,0,C665576141,5954556.4,6465767.14,0,0
6,TRANSFER,204302.85,C952457866,0,0,C1013700132,1062126.04,1391946.72,0,0
6,TRANSFER,205253.3,C494893410,0,0,C1883840933,17118873.47,17324126.77,0,0
6,TRANSFER,205857.25,C1289850092,0,0,C766681183,13241817.7,13447674.95,0,0
6,TRANSFER,209374.09,C1190892929,0,0,C985934102,1455280.18,2941514.43,0,0
6,TRANSFER,211207.36,C1243762708,0,0,C715819458,424008,484595.24,0,0
6,TRANSFER,212357.06,C1697174329,0,0,C1360767589,4976182.26,5188539.32,0,0
6,TRANSFER,218698.72,C93011633,28177,0,C769342184,12584393.5,12782636.7,0,0
6,TRANSFER,225055.89,C1663786105,11200,0,C621014131,0,409735.86,0,0
6,TRANSFER,225464.91,C361948480,103559,0,C1297685781,81276.96,542942.3,0,0
6,TRANSFER,227653.62,C298750745,49409.3,0,C977993101,619496.16,847149.78,0,0
6,TRANSFER,245997.24,C745932773,72503,0,C1428469551,0,210538.44,0,0
6,TRANSFER,248826.61,C1399215965,40526,0,C1254526270,0,215582.32,0,0
6,TRANSFER,250371.89,C1754452995,12711,0,C638590716,49213.86,333751.15,0,0
6,TRANSFER,251644.29,C1137678248,489088,237443.71,C1896545607,0,99358,0,0
